date,price,type,bedrooms
10/9/2017,475000,house,3
10/9/2017,479000,house,3
10/9/2017,495000,house,3
10/9/2017,650000,house,4
10/10/2017,410000,house,4
10/10/2017,415000,house,3
10/10/2017,415500,house,3
10/10/2017,447000,house,3
10/10/2017,450000,house,3
10/10/2017,560000,house,4
10/11/2017,480000,house,4
10/11/2017,525000,house,4
10/11/2017,590000,house,4
10/11/2017,610000,house,4
10/11/2017,626000,house,5
10/11/2017,670000,house,3
10/11/2017,715000,house,3
10/11/2017,805000,house,3
10/11/2017,809000,house,3
10/11/2017,810000,house,3
10/11/2017,860000,house,5
10/11/2017,920000,house,3
10/11/2017,1040000,house,4
10/11/2017,1137000,house,5
10/13/2017,390000,house,3
10/13/2017,413000,house,3
10/13/2017,430000,house,3
10/13/2017,485000,house,3
10/13/2017,625000,house,3
10/13/2017,640000,house,3
10/14/2017,410000,house,4
10/14/2017,469000,house,3
10/14/2017,525000,house,4
10/14/2017,545000,house,4
10/14/2017,565000,house,3
10/14/2017,570000,house,5
10/14/2017,652500,house,4
10/14/2017,835000,house,4
10/15/2017,374000,house,3
10/15/2017,447000,house,3
10/15/2017,460000,house,4
10/15/2017,477500,house,5
10/15/2017,517000,house,4
10/15/2017,580000,house,3
10/15/2017,615000,house,4
10/16/2017,350000,house,2
10/16/2017,353000,house,3
10/16/2017,386500,house,3
10/16/2017,487500,house,3
10/16/2017,525000,house,3
10/16/2017,579000,house,4
10/16/2017,615000,house,3
10/16/2017,619000,house,5
10/16/2017,775000,house,4
10/16/2017,925000,house,5
10/17/2017,350000,house,3
10/17/2017,390000,house,3
10/17/2017,479950,house,3
10/17/2017,480000,house,3
10/17/2017,485000,house,4
10/17/2017,540000,house,4
10/17/2017,610000,house,4
10/17/2017,620000,house,5
10/17/2017,670000,house,4
10/17/2017,675000,house,4
10/17/2017,785000,house,5
10/17/2017,2050000,house,5
10/18/2017,425000,house,3
10/18/2017,640000,house,4
10/18/2017,690000,house,4
10/18/2017,870000,house,4
10/18/2017,880000,house,3
10/18/2017,910000,house,4
10/18/2017,1052000,house,4
10/18/2017,1510000,house,4
10/20/2017,340000,house,3
10/20/2017,368000,house,3
10/20/2017,400000,house,3
10/20/2017,405000,house,3
10/20/2017,440000,house,3
10/20/2017,490000,house,3
10/20/2017,620000,house,4
10/20/2017,671000,house,3
10/20/2017,760000,house,5
10/20/2017,850000,house,2
10/20/2017,850000,house,4
10/20/2017,995000,house,3
10/20/2017,1210000,house,4
10/21/2017,430000,house,3
10/21/2017,449000,house,4
10/21/2017,450000,house,3
10/21/2017,450000,house,4
10/21/2017,455000,house,3
10/21/2017,467500,house,3
10/21/2017,470000,house,3
10/21/2017,492000,house,4
10/21/2017,500000,house,4
10/21/2017,561000,house,4
10/21/2017,610000,house,4
10/21/2017,750000,house,3
10/21/2017,1200000,house,4
10/22/2017,430000,house,3
10/22/2017,478000,house,4
10/22/2017,514000,house,4
10/22/2017,530000,house,4
10/22/2017,595000,house,4
10/22/2017,637500,house,4
10/22/2017,1037500,house,3
10/23/2017,337000,house,3
10/23/2017,420000,house,3
10/23/2017,465000,house,3
10/23/2017,513000,house,3
10/23/2017,535000,house,4
10/23/2017,575000,house,3
10/23/2017,581500,house,3
10/23/2017,715000,house,4
10/23/2017,730000,house,4
10/23/2017,1120000,house,4
10/24/2017,360000,house,3
10/24/2017,407000,house,3
10/24/2017,472500,house,3
10/24/2017,490000,house,4
10/24/2017,501000,house,3
10/24/2017,525000,house,3
10/24/2017,530000,house,4
10/24/2017,535000,house,4
10/24/2017,620000,house,5
10/24/2017,680000,house,3
10/24/2017,695000,house,5
10/24/2017,750000,house,4
10/24/2017,940000,house,4
10/24/2017,2550000,house,4
10/25/2017,512500,house,3
10/25/2017,522500,house,4
10/25/2017,530000,house,3
10/25/2017,567000,house,3
10/25/2017,573000,house,3
10/25/2017,595000,house,4
10/25/2017,620000,house,3
10/25/2017,635000,house,4
10/25/2017,660000,house,4
10/25/2017,722000,house,3
10/25/2017,1361000,house,4
10/26/2017,725000,house,4
10/27/2017,373000,house,3
10/27/2017,415000,house,3
10/27/2017,442500,house,3
10/27/2017,530000,house,3
10/27/2017,537500,house,4
10/27/2017,680000,house,3
10/27/2017,805000,house,3
10/27/2017,830000,house,5
10/27/2017,900000,house,5
10/28/2017,425000,house,2
10/28/2017,465000,house,3
10/28/2017,475000,house,4
10/28/2017,570000,house,3
10/28/2017,582000,house,4
10/28/2017,720000,house,4
10/28/2017,1048450,house,3
10/29/2017,393000,house,3
10/29/2017,412982,house,3
10/29/2017,433500,house,3
10/29/2017,435000,house,3
10/29/2017,440000,house,3
10/29/2017,492000,house,3
10/29/2017,496000,house,4
10/29/2017,510000,house,4
10/29/2017,571000,house,4
10/29/2017,629718,house,4
10/29/2017,950000,house,3
10/30/2017,369000,house,3
10/30/2017,416000,house,4
10/30/2017,418500,house,3
10/30/2017,505000,house,4
10/30/2017,522750,house,3
10/30/2017,600000,house,3
10/30/2017,605000,house,4
10/31/2017,350000,house,3
10/31/2017,387000,house,3
10/31/2017,410000,house,3
10/31/2017,478000,house,4
10/31/2017,515000,house,3
10/31/2017,540000,house,4
10/31/2017,560000,house,5
10/31/2017,560000,house,4
10/31/2017,592000,house,4
10/31/2017,610000,house,4
10/31/2017,620000,house,4
10/31/2017,665000,house,4
10/31/2017,725000,house,3
10/31/2017,775000,house,4
10/31/2017,1240000,house,5
11/1/2017,531000,house,3
11/1/2017,570000,house,2
11/1/2017,591000,house,4
11/1/2017,625000,house,3
11/1/2017,675000,house,3
11/1/2017,705000,house,3
11/1/2017,715000,house,4
11/1/2017,720000,house,3
11/1/2017,766000,house,3
11/1/2017,772000,house,3
11/1/2017,950000,house,3
11/1/2017,1100000,house,4
11/1/2017,1100000,house,4
11/1/2017,1150000,house,3
11/3/2017,387000,house,4
11/3/2017,500000,house,4
11/3/2017,503000,house,4
11/3/2017,505000,house,4
11/3/2017,515000,house,3
11/4/2017,435000,house,3
11/4/2017,490000,house,4
11/4/2017,535000,house,4
11/4/2017,591500,house,3
11/4/2017,640000,house,3
11/4/2017,1045000,house,5
11/5/2017,380000,house,3
11/5/2017,423000,house,4
11/5/2017,485000,house,3
11/5/2017,499500,house,3
11/5/2017,510000,house,3
11/5/2017,522000,house,4
11/5/2017,542000,house,4
11/5/2017,560000,house,4
11/5/2017,565000,house,3
11/5/2017,600000,house,4
11/5/2017,625000,house,4
11/5/2017,665000,house,3
11/5/2017,865000,house,4
11/5/2017,1900000,house,5
11/6/2017,315000,house,3
11/6/2017,415000,house,3
11/6/2017,480000,house,4
11/6/2017,485000,house,3
11/6/2017,485000,house,5
11/6/2017,495000,house,3
11/6/2017,518000,house,4
11/6/2017,554000,house,3
11/6/2017,580000,house,4
11/6/2017,580000,house,4
11/6/2017,605000,house,3
11/6/2017,635000,house,3
11/6/2017,710000,house,4
11/7/2017,375000,house,3
11/7/2017,395000,house,3
11/7/2017,400000,house,3
11/7/2017,419000,house,3
11/7/2017,430000,house,3
11/7/2017,467000,house,3
11/7/2017,498000,house,4
11/7/2017,605000,house,3
11/7/2017,647000,house,4
11/7/2017,660000,house,4
11/7/2017,803000,house,5
11/8/2017,455000,house,3
11/8/2017,480000,house,3
11/8/2017,492500,house,4
11/8/2017,517000,house,3
11/8/2017,525000,house,5
11/8/2017,612000,house,3
11/8/2017,630000,house,4
11/8/2017,730000,house,4
11/8/2017,730000,house,4
11/8/2017,792000,house,4
11/8/2017,807000,house,4
11/8/2017,820000,house,5
11/8/2017,840000,house,5
11/8/2017,925000,house,4
11/8/2017,1215000,house,3
11/8/2017,1240000,house,4
11/8/2017,1355000,house,4
11/8/2017,1420000,house,3
11/8/2017,1801000,house,4
11/9/2017,306500,house,3
11/10/2017,325000,house,4
11/10/2017,337400,house,2
11/10/2017,420000,house,3
11/10/2017,445000,house,3
11/10/2017,510000,house,3
11/10/2017,565000,house,5
11/10/2017,580000,house,4
11/10/2017,589000,house,3
11/10/2017,1150000,house,4
11/10/2017,1250000,house,4
11/10/2017,1950000,house,4
11/10/2017,3400000,house,4
11/11/2017,419000,house,3
11/11/2017,419000,house,3
11/11/2017,486000,house,4
11/11/2017,487000,house,3
11/11/2017,495000,house,3
11/11/2017,525500,house,3
11/11/2017,565000,house,4
11/11/2017,665000,house,4
11/11/2017,670000,house,4
11/11/2017,685000,house,3
11/11/2017,870000,house,5
11/11/2017,915000,house,4
11/11/2017,1030000,house,4
11/11/2017,1140000,house,2
11/12/2017,560000,house,3
11/12/2017,560000,house,3
11/12/2017,620000,house,4
11/12/2017,621500,house,3
11/12/2017,630000,house,3
11/12/2017,640000,house,4
11/12/2017,645000,house,4
11/12/2017,735000,house,3
11/12/2017,755000,house,4
11/13/2017,336000,house,3
11/13/2017,343000,house,3
11/13/2017,390000,house,3
11/13/2017,446000,house,3
11/13/2017,465000,house,3
11/13/2017,559500,house,3
11/13/2017,580000,house,4
11/13/2017,653000,house,3
11/13/2017,840000,house,4
11/13/2017,1101000,house,4
11/13/2017,1650000,house,5
11/14/2017,460000,house,3
11/14/2017,475000,house,4
11/14/2017,495000,house,3
11/14/2017,495000,house,4
11/14/2017,538000,house,4
11/14/2017,560000,house,4
11/14/2017,615000,house,3
11/14/2017,640000,house,4
11/14/2017,660000,house,5
11/14/2017,705000,house,4
11/14/2017,770000,house,4
11/14/2017,770000,house,4
11/14/2017,940000,house,4
11/15/2017,420000,house,3
11/15/2017,500000,house,3
11/15/2017,505000,house,3
11/15/2017,514000,house,4
11/15/2017,550000,house,4
11/15/2017,550000,house,4
11/15/2017,595000,house,4
11/15/2017,610000,house,3
11/15/2017,703000,house,4
11/15/2017,723500,house,4
11/15/2017,725000,house,3
11/15/2017,730000,house,4
11/15/2017,781000,house,5
11/15/2017,832000,house,5
11/15/2017,930000,house,4
11/15/2017,930000,house,4
11/15/2017,1100000,house,4
11/15/2017,1232000,house,4
11/16/2017,610000,house,3
11/17/2017,386000,house,3
11/17/2017,390000,house,3
11/17/2017,430000,house,3
11/17/2017,470000,house,3
11/17/2017,495000,house,3
11/17/2017,510000,house,4
11/17/2017,533000,house,4
11/17/2017,730000,house,5
11/17/2017,800000,house,4
11/17/2017,840000,house,5
11/17/2017,1010000,house,4
11/18/2017,448000,house,3
11/18/2017,482000,house,4
11/18/2017,484950,house,3
11/18/2017,520000,house,2
11/18/2017,522050,house,3
11/18/2017,543000,house,4
11/18/2017,602000,house,4
11/18/2017,605000,house,4
11/18/2017,639000,house,2
11/18/2017,750000,house,4
11/18/2017,760000,house,4
11/19/2017,380000,house,3
11/19/2017,380000,house,3
11/19/2017,398500,house,3
11/19/2017,420000,house,3
11/19/2017,425000,house,3
11/19/2017,440000,house,3
11/19/2017,445000,house,3
11/19/2017,446000,house,3
11/19/2017,580000,house,4
11/19/2017,631000,house,3
11/19/2017,650000,house,4
11/19/2017,670000,house,4
11/19/2017,695000,house,4
11/19/2017,817000,house,4
11/19/2017,945000,house,3
11/20/2017,340000,house,3
11/20/2017,380000,house,3
11/20/2017,393000,house,3
11/20/2017,452000,house,4
11/20/2017,498000,house,3
11/20/2017,505000,house,3
11/20/2017,567000,house,3
11/20/2017,577500,house,4
11/20/2017,642100,house,3
11/20/2017,645000,house,4
11/20/2017,710000,house,4
11/20/2017,945000,house,4
11/21/2017,365000,house,3
11/21/2017,385000,house,3
11/21/2017,490000,house,3
11/21/2017,516750,house,3
11/21/2017,520000,house,3
11/21/2017,522500,house,4
11/21/2017,695000,house,4
11/21/2017,750000,house,4
11/21/2017,830000,house,5
11/21/2017,930000,house,5
11/22/2017,436000,house,3
11/22/2017,492000,house,4
11/22/2017,511000,house,3
11/22/2017,521000,house,3
11/22/2017,525000,house,4
11/22/2017,625000,house,3
11/22/2017,650000,house,3
11/22/2017,660000,house,3
11/22/2017,942000,house,3
11/22/2017,960000,house,5
11/22/2017,990000,house,4
11/22/2017,1387000,house,3
11/22/2017,1450000,house,4
11/24/2017,340000,house,3
11/24/2017,385000,house,3
11/24/2017,390000,house,3
11/24/2017,395000,house,3
11/24/2017,441000,house,3
11/24/2017,442000,house,3
11/24/2017,470000,house,3
11/24/2017,485000,house,3
11/24/2017,492000,house,4
11/24/2017,492500,house,3
11/24/2017,550000,house,4
11/24/2017,560000,house,4
11/24/2017,562000,house,4
11/24/2017,670000,house,4
11/24/2017,1200000,house,5
11/24/2017,1235000,house,4
11/25/2017,316500,house,2
11/25/2017,468000,house,3
11/25/2017,509000,house,3
11/25/2017,641500,house,4
11/25/2017,650000,house,4
11/25/2017,738500,house,5
11/25/2017,785000,house,5
11/25/2017,800000,house,4
11/25/2017,861000,house,5
11/26/2017,390000,house,3
11/26/2017,400000,house,3
11/26/2017,460000,house,3
11/26/2017,502500,house,3
11/26/2017,565000,house,3
11/26/2017,597000,house,4
11/26/2017,598000,house,4
11/26/2017,645000,house,5
11/26/2017,673500,house,4
11/26/2017,880000,house,4
11/26/2017,971000,house,5
11/27/2017,315000,house,2
11/27/2017,420000,house,3
11/27/2017,490000,house,3
11/27/2017,838000,house,4
11/27/2017,840000,house,3
11/28/2017,380000,house,3
11/28/2017,410000,house,3
11/28/2017,505000,house,4
11/28/2017,510000,house,3
11/28/2017,585000,house,3
11/28/2017,590000,house,3
11/28/2017,600000,house,4
11/28/2017,610000,house,4
11/28/2017,645000,house,4
11/28/2017,650000,house,4
11/28/2017,680000,house,4
11/28/2017,715000,house,5
11/28/2017,830000,house,4
11/29/2017,410000,house,3
11/29/2017,435000,house,3
11/29/2017,530000,house,4
11/29/2017,567500,house,3
11/29/2017,570000,house,4
11/29/2017,595000,house,3
11/29/2017,605000,house,4
11/29/2017,620000,house,3
11/29/2017,620000,house,5
11/29/2017,670000,house,3
11/29/2017,681000,house,3
11/29/2017,700000,house,3
11/29/2017,721000,house,4
11/29/2017,817500,house,3
11/29/2017,850000,house,4
11/29/2017,888000,house,4
11/29/2017,950000,house,3
11/29/2017,1060000,house,4
11/29/2017,1210000,house,4
11/30/2017,800000,house,4
12/1/2017,405000,house,3
12/1/2017,415000,house,3
12/1/2017,430000,house,3
12/1/2017,510500,house,3
12/1/2017,555000,house,5
12/1/2017,566000,house,4
12/1/2017,704000,house,4
12/1/2017,740000,house,3
12/1/2017,992000,house,4
12/2/2017,415000,house,3
12/2/2017,445000,house,4
12/2/2017,459000,house,3
12/2/2017,507500,house,3
12/2/2017,555000,house,3
12/2/2017,570000,house,4
12/2/2017,610000,house,2
12/2/2017,640000,house,5
12/2/2017,670000,house,4
12/2/2017,850000,house,5
12/2/2017,900000,house,3
12/3/2017,375000,house,3
12/3/2017,405000,house,0
12/3/2017,414900,house,3
12/3/2017,430000,house,3
12/3/2017,465000,house,3
12/3/2017,525000,house,4
12/3/2017,566000,house,3
12/3/2017,682000,house,3
12/3/2017,689000,house,4
12/3/2017,708000,house,4
12/3/2017,740000,house,5
12/3/2017,760000,house,5
12/3/2017,942500,house,5
12/4/2017,340000,house,3
12/4/2017,415000,house,3
12/4/2017,459000,house,3
12/4/2017,478000,house,3
12/4/2017,545000,house,3
12/4/2017,581000,house,4
12/4/2017,585000,house,3
12/4/2017,620000,house,4
12/5/2017,398000,house,3
12/5/2017,450000,house,4
12/5/2017,520000,house,4
12/5/2017,555000,house,4
12/5/2017,590000,house,4
12/5/2017,599000,house,3
12/5/2017,600000,house,4
12/5/2017,613000,house,3
12/5/2017,615000,house,4
12/5/2017,650000,house,3
12/5/2017,774500,house,5
12/5/2017,787500,house,3
12/5/2017,1070000,house,4
12/5/2017,1350000,house,5
12/6/2017,385000,house,3
12/6/2017,565000,house,4
12/6/2017,590000,house,4
12/6/2017,596000,house,4
12/6/2017,685000,house,3
12/6/2017,688000,house,4
12/6/2017,700000,house,4
12/6/2017,740000,house,5
12/6/2017,815000,house,3
12/6/2017,840000,house,3
12/6/2017,845000,house,4
12/6/2017,870000,house,4
12/6/2017,875000,house,3
12/6/2017,880000,house,4
12/6/2017,915000,house,4
12/6/2017,940000,house,1
12/6/2017,983000,house,3
12/6/2017,1105000,house,4
12/6/2017,1200000,house,4
12/6/2017,1915000,house,4
12/8/2017,455000,house,3
12/8/2017,510000,house,4
12/8/2017,560000,house,4
12/8/2017,586000,house,4
12/8/2017,695000,house,4
12/8/2017,800000,house,4
12/9/2017,475000,house,4
12/9/2017,575000,house,3
12/9/2017,600000,house,4
12/9/2017,630000,house,5
12/10/2017,349000,house,2
12/10/2017,450000,house,3
12/10/2017,496000,house,3
12/10/2017,532500,house,4
12/10/2017,576000,house,4
12/10/2017,612000,house,4
12/10/2017,661000,house,5
12/10/2017,803486,house,4
12/11/2017,387500,house,3
12/11/2017,420000,house,3
12/11/2017,447500,house,3
12/11/2017,615000,house,4
12/11/2017,640500,house,4
12/11/2017,1870000,house,5
12/12/2017,435000,house,3
12/12/2017,442000,house,3
12/12/2017,469000,house,4
12/12/2017,510000,house,4
12/12/2017,539999,house,3
12/12/2017,1230000,house,3
12/13/2017,411000,house,4
12/13/2017,425000,house,3
12/13/2017,447000,house,3
12/13/2017,455000,house,3
12/13/2017,459000,house,3
12/13/2017,467500,house,3
12/13/2017,533000,house,3
12/13/2017,590000,house,3
12/13/2017,601500,house,4
12/13/2017,640000,house,2
12/13/2017,641000,house,3
12/13/2017,642000,house,3
12/13/2017,659000,house,3
12/13/2017,683000,house,4
12/13/2017,745000,house,4
12/13/2017,832000,house,3
12/13/2017,920000,house,3
12/13/2017,1300000,house,5
12/15/2017,401050,house,4
12/15/2017,440500,house,3
12/15/2017,462500,house,3
12/15/2017,522500,house,4
12/15/2017,605000,house,4
12/15/2017,605000,house,3
12/15/2017,625000,house,3
12/15/2017,636000,house,4
12/15/2017,645000,house,4
12/15/2017,650000,house,3
12/15/2017,665000,house,3
12/15/2017,965000,house,4
12/16/2017,380000,house,3
12/16/2017,380000,house,3
12/16/2017,460000,house,3
12/16/2017,520000,house,4
12/16/2017,585000,house,3
12/16/2017,640000,house,4
12/17/2017,430000,house,3
12/17/2017,450000,house,4
12/17/2017,451000,house,2
12/17/2017,465000,house,4
12/17/2017,477000,house,4
12/17/2017,480000,house,3
12/17/2017,481405,house,3
12/17/2017,485000,house,3
12/17/2017,490000,house,3
12/17/2017,500000,house,3
12/17/2017,505000,house,4
12/17/2017,523000,house,4
12/17/2017,530000,house,4
12/17/2017,540000,house,4
12/17/2017,585000,house,3
12/17/2017,585000,house,4
12/17/2017,610000,house,4
12/17/2017,610000,house,4
12/17/2017,617500,house,2
12/17/2017,650000,house,3
12/17/2017,755000,house,4
12/17/2017,760000,house,4
12/17/2017,780000,house,4
12/17/2017,832500,house,4
12/17/2017,1015000,house,4
12/18/2017,411000,house,3
12/18/2017,415000,house,3
12/18/2017,425000,house,3
12/18/2017,452500,house,3
12/18/2017,485000,house,5
12/18/2017,500000,house,3
12/18/2017,510000,house,3
12/18/2017,539900,house,4
12/18/2017,550000,house,4
12/18/2017,570000,house,4
12/18/2017,572000,house,4
12/18/2017,615000,house,4
12/18/2017,643500,house,4
12/18/2017,792500,house,4
12/18/2017,892500,house,5
12/19/2017,315000,house,3
12/19/2017,377000,house,3
12/19/2017,420000,house,3
12/19/2017,464000,house,3
12/19/2017,473000,house,4
12/19/2017,475000,house,3
12/19/2017,566000,house,4
12/19/2017,567000,house,4
12/19/2017,595000,house,4
12/19/2017,650000,house,4
12/19/2017,680000,house,4
12/19/2017,690000,house,4
12/19/2017,718000,house,4
12/19/2017,730000,house,3
12/19/2017,738950,house,4
12/19/2017,865000,house,4
12/20/2017,647000,house,4
12/20/2017,850000,house,4
12/22/2017,355000,house,3
12/22/2017,423000,house,3
12/22/2017,450000,house,3
12/22/2017,500000,house,4
12/22/2017,513000,house,4
12/22/2017,830000,house,4
12/22/2017,880000,house,5
12/22/2017,1040000,house,5
12/23/2017,450000,house,3
12/23/2017,452000,house,3
12/23/2017,458000,house,3
12/23/2017,485000,house,3
12/23/2017,497000,house,3
12/23/2017,530000,house,3
12/23/2017,550500,house,4
12/23/2017,563000,house,3
12/23/2017,597000,house,4
12/23/2017,613000,house,4
12/23/2017,648000,house,4
12/23/2017,845000,house,4
12/23/2017,1560000,house,1
12/24/2017,420000,house,3
12/24/2017,435000,house,3
12/24/2017,470000,house,4
12/24/2017,580000,house,3
12/24/2017,616000,house,4
12/24/2017,1050000,house,4
12/30/2017,520000,house,4
12/30/2017,580000,house,4
12/30/2017,582500,house,4
1/5/2018,375000,house,3
1/5/2018,645000,house,4
1/5/2018,800000,house,3
1/6/2018,580000,house,4
1/7/2018,445000,house,2
1/7/2018,525000,house,3
1/7/2018,526000,house,4
1/7/2018,535000,house,4
1/8/2018,358000,house,3
1/8/2018,458000,house,3
1/9/2018,390000,house,3
1/9/2018,401277,house,2
1/9/2018,485000,house,5
1/9/2018,535000,house,4
1/9/2018,1320000,house,5
1/12/2018,607000,house,3
1/12/2018,660000,house,5
1/13/2018,353000,house,3
1/13/2018,380500,house,3
1/13/2018,418000,house,4
1/13/2018,580000,house,5
1/13/2018,712000,house,4
1/13/2018,1050000,house,5
1/14/2018,460000,house,3
1/14/2018,604000,house,4
1/14/2018,645000,house,4
1/14/2018,765000,house,4
1/14/2018,995000,house,3
1/15/2018,545000,house,4
1/15/2018,549000,house,4
1/15/2018,632500,house,5
1/16/2018,380000,house,3
1/16/2018,480000,house,5
1/16/2018,516000,house,3
1/16/2018,582000,house,3
1/16/2018,600000,house,4
1/16/2018,641000,house,4
1/16/2018,645000,house,4
1/16/2018,850000,house,4
1/16/2018,1200444,house,5
1/17/2018,440000,house,4
1/17/2018,545000,house,4
1/17/2018,767000,house,4
1/19/2018,400000,house,3
1/19/2018,525000,house,4
1/19/2018,525000,house,3
1/19/2018,587500,house,4
1/19/2018,730000,house,5
1/19/2018,875000,house,5
1/20/2018,480000,house,4
1/20/2018,610000,house,4
1/21/2018,447000,house,3
1/21/2018,765000,house,4
1/21/2018,1020000,house,4
1/22/2018,640000,house,4
1/22/2018,1240000,house,4
1/23/2018,422500,house,4
1/23/2018,560000,house,4
1/23/2018,600000,house,4
1/23/2018,750000,house,4
1/26/2018,400000,house,3
1/27/2018,399000,house,2
1/27/2018,525000,house,0
1/27/2018,535000,house,3
1/27/2018,785000,house,4
1/28/2018,377000,house,3
1/28/2018,439500,house,3
1/28/2018,488950,house,3
1/28/2018,655000,house,3
1/28/2018,705000,house,5
1/28/2018,2400000,house,5
1/29/2018,380000,house,3
1/29/2018,393000,house,3
1/29/2018,436000,house,3
1/29/2018,455000,house,3
1/29/2018,514000,house,3
1/29/2018,555000,house,3
1/29/2018,610000,house,3
1/30/2018,359000,house,3
1/30/2018,382000,house,3
1/30/2018,418000,house,3
1/30/2018,431000,house,3
1/30/2018,469000,house,2
1/30/2018,552000,house,4
1/30/2018,600000,house,4
1/30/2018,680000,house,4
1/30/2018,815000,house,4
1/31/2018,520000,house,3
1/31/2018,533000,house,3
1/31/2018,700000,house,0
1/31/2018,740000,house,4
2/2/2018,420000,house,3
2/2/2018,526000,house,4
2/2/2018,535000,house,4
2/2/2018,560000,house,4
2/2/2018,577000,house,3
2/2/2018,610000,house,4
2/2/2018,704000,house,3
2/2/2018,780000,house,4
2/2/2018,890000,house,4
2/3/2018,435500,house,4
2/3/2018,485000,house,4
2/3/2018,573000,house,4
2/3/2018,694000,house,4
2/3/2018,770000,house,4
2/3/2018,860000,house,4
2/4/2018,347000,house,2
2/4/2018,385000,house,3
2/4/2018,388000,house,3
2/4/2018,425000,house,3
2/4/2018,435000,house,4
2/4/2018,479000,house,4
2/4/2018,590000,house,3
2/4/2018,601000,house,4
2/4/2018,645000,house,4
2/4/2018,645000,house,4
2/4/2018,649900,house,4
2/4/2018,765500,house,4
2/4/2018,2090000,house,5
2/5/2018,360000,house,3
2/5/2018,380000,house,3
2/5/2018,390000,house,3
2/5/2018,392000,house,3
2/5/2018,400000,house,3
2/5/2018,404000,house,3
2/5/2018,425000,house,3
2/5/2018,439950,house,3
2/5/2018,450000,house,3
2/5/2018,510000,house,4
2/5/2018,560000,house,3
2/5/2018,595000,house,4
2/5/2018,680000,house,3
2/6/2018,400000,house,3
2/7/2018,540000,house,3
2/7/2018,541000,house,4
2/7/2018,590000,house,4
2/7/2018,657000,house,4
2/7/2018,660000,house,4
2/7/2018,775000,house,4
2/7/2018,783500,house,5
2/7/2018,852000,house,4
2/7/2018,1126000,house,4
2/8/2018,600000,house,4
2/9/2018,446600,house,3
2/9/2018,450000,house,3
2/9/2018,571500,house,4
2/9/2018,624900,house,4
2/9/2018,668000,house,4
2/9/2018,1400000,house,4
2/10/2018,340000,house,3
2/10/2018,402500,house,3
2/10/2018,420000,house,3
2/10/2018,505000,house,4
2/10/2018,520000,house,3
2/10/2018,900000,house,4
2/10/2018,995000,house,4
2/10/2018,1490000,house,5
2/11/2018,391000,house,3
2/11/2018,395500,house,3
2/11/2018,455000,house,3
2/11/2018,620000,house,4
2/11/2018,660000,house,5
2/11/2018,739500,house,5
2/11/2018,760000,house,3
2/12/2018,460000,house,3
2/12/2018,465000,house,3
2/12/2018,715000,house,4
2/12/2018,773000,house,4
2/13/2018,378500,house,3
2/13/2018,395100,house,3
2/13/2018,415000,house,3
2/13/2018,477500,house,4
2/13/2018,487000,house,4
2/13/2018,514000,house,3
2/13/2018,586000,house,5
2/13/2018,640000,house,4
2/13/2018,670000,house,4
2/13/2018,685000,house,4
2/13/2018,753000,house,4
2/13/2018,792000,house,5
2/13/2018,935000,house,3
2/14/2018,380000,house,3
2/14/2018,545000,house,3
2/14/2018,584500,house,3
2/14/2018,600000,house,4
2/14/2018,600000,house,3
2/14/2018,615000,house,4
2/14/2018,657000,house,4
2/14/2018,660000,house,4
2/14/2018,680000,house,4
2/14/2018,710000,house,4
2/14/2018,820000,house,5
2/14/2018,827500,house,3
2/14/2018,975000,house,4
2/14/2018,1100000,house,4
2/14/2018,1670000,house,4
2/16/2018,395000,house,2
2/16/2018,461000,house,3
2/16/2018,476000,house,3
2/16/2018,482000,house,3
2/16/2018,550000,house,4
2/16/2018,550000,house,4
2/16/2018,635000,house,4
2/16/2018,670000,house,4
2/16/2018,732000,house,5
2/16/2018,808100,house,4
2/16/2018,920000,house,4
2/16/2018,950000,house,4
2/17/2018,350000,house,4
2/17/2018,525000,house,3
2/17/2018,528000,house,3
2/17/2018,540000,house,3
2/17/2018,595000,house,4
2/17/2018,615000,house,4
2/17/2018,670000,house,4
2/18/2018,440000,house,3
2/18/2018,490000,house,3
2/18/2018,555000,house,3
2/18/2018,575000,house,3
2/18/2018,589000,house,3
2/18/2018,646000,house,4
2/18/2018,650000,house,3
2/18/2018,706000,house,3
2/18/2018,740000,house,4
2/18/2018,1132000,house,5
2/19/2018,402500,house,3
2/19/2018,425000,house,3
2/19/2018,537000,house,4
2/19/2018,555000,house,4
2/19/2018,630000,house,3
2/19/2018,679950,house,4
2/19/2018,970000,house,2
2/20/2018,387500,house,2
2/20/2018,425000,house,3
2/20/2018,480000,house,3
2/20/2018,520000,house,3
2/20/2018,665500,house,4
2/20/2018,1050000,house,3
2/21/2018,441000,house,3
2/21/2018,475000,house,3
2/21/2018,520000,house,4
2/21/2018,526000,house,3
2/21/2018,542500,house,3
2/21/2018,560000,house,4
2/21/2018,575000,house,4
2/21/2018,605000,house,4
2/21/2018,605000,house,3
2/21/2018,625000,house,4
2/21/2018,626000,house,4
2/21/2018,627000,house,4
2/21/2018,665000,house,4
2/21/2018,670000,house,4
2/21/2018,672000,house,4
2/21/2018,715000,house,3
2/21/2018,735000,house,4
2/21/2018,750000,house,4
2/21/2018,825000,house,5
2/21/2018,897000,house,4
2/21/2018,925000,house,5
2/21/2018,970000,house,2
2/21/2018,1195000,house,4
2/21/2018,1210000,house,4
2/21/2018,1285000,house,5
2/23/2018,405000,house,3
2/23/2018,430000,house,3
